table_name,column_name,data_type,is_nullable,ordinal_position
TimeTracking_v2,data_lucru,DATE,NO,5
TimeTracking_v2,ore_lucrate,NUMERIC,NO,6
TimeTracking_v2,descriere_lucru,STRING,YES,7
TimeTracking_v2,tip_inregistrare,STRING,YES,8
TimeTracking_v2,created_at,TIMESTAMP,YES,9
TimeTracking_v2,proiect_id,STRING,YES,10
TimeTracking_v2,subproiect_id,STRING,YES,11
TranzactiiAccounts,id,STRING,NO,1
TranzactiiAccounts,iban,STRING,NO,2
TranzactiiAccounts,nume_banca,STRING,NO,3
TranzactiiAccounts,nume_cont,STRING,NO,4
TranzactiiAccounts,moneda,STRING,YES,5
TranzactiiAccounts,sold_curent,"NUMERIC(15, 2)",YES,6
TranzactiiAccounts,data_ultima_sincronizare,TIMESTAMP,YES,7
TranzactiiAccounts,activ,BOOL,YES,8
TranzactiiAccounts,observatii,STRING,YES,9
TranzactiiAccounts,data_creare,TIMESTAMP,YES,10
TranzactiiAccounts,data_actualizare,TIMESTAMP,YES,11
TranzactiiAccounts_v2,id,STRING,NO,1
TranzactiiAccounts_v2,iban,STRING,NO,2
TranzactiiAccounts_v2,nume_banca,STRING,NO,3
TranzactiiAccounts_v2,nume_cont,STRING,NO,4
TranzactiiAccounts_v2,moneda,STRING,YES,5
TranzactiiAccounts_v2,sold_curent,"NUMERIC(15, 2)",YES,6
TranzactiiAccounts_v2,data_ultima_sincronizare,TIMESTAMP,YES,7
TranzactiiAccounts_v2,activ,BOOL,YES,8
TranzactiiAccounts_v2,observatii,STRING,YES,9
TranzactiiAccounts_v2,data_creare,TIMESTAMP,YES,10
TranzactiiAccounts_v2,data_actualizare,TIMESTAMP,YES,11
TranzactiiBancare,id,STRING,NO,1
TranzactiiBancare,account_id,STRING,NO,2
TranzactiiBancare,iban_cont,STRING,NO,3
TranzactiiBancare,data_procesare,DATE,NO,4
TranzactiiBancare,suma,"NUMERIC(15, 2)",NO,5
TranzactiiBancare,valuta,STRING,YES,6
TranzactiiBancare,tip_tranzactie,STRING,NO,7
TranzactiiBancare,nume_contrapartida,STRING,YES,8
TranzactiiBancare,adresa_contrapartida,STRING,YES,9
TranzactiiBancare,iban_contrapartida,STRING,YES,10
TranzactiiBancare,banca_contrapartida,STRING,YES,11
TranzactiiBancare,cui_contrapartida,STRING,YES,12
TranzactiiBancare,detalii_tranzactie,STRING,YES,13
TranzactiiBancare,sold_intermediar,"NUMERIC(15, 2)",YES,14
TranzactiiBancare,referinta_bancii,STRING,YES,15
TranzactiiBancare,tip_categorie,STRING,YES,16
TranzactiiBancare,directie,STRING,YES,17
TranzactiiBancare,matched_factura_id,STRING,YES,18
TranzactiiBancare,matched_etapa_factura_id,STRING,YES,19
TranzactiiBancare,matched_cheltuiala_id,STRING,YES,20
TranzactiiBancare,matching_confidence,"NUMERIC(5, 2)",YES,21
TranzactiiBancare,matching_tip,STRING,YES,22
TranzactiiBancare,matching_metadata,JSON,YES,23
TranzactiiBancare,status,STRING,YES,24
TranzactiiBancare,processed,BOOL,YES,25
TranzactiiBancare,needs_review,BOOL,YES,26
TranzactiiBancare,transaction_hash,STRING,NO,27
TranzactiiBancare,data_creare,TIMESTAMP,YES,28
TranzactiiBancare,data_actualizare,TIMESTAMP,YES,29
TranzactiiBancare,creat_de,STRING,YES,30
TranzactiiBancare,actualizat_de,STRING,YES,31
TranzactiiBancare_v2,id,STRING,NO,1
TranzactiiBancare_v2,account_id,STRING,NO,2
TranzactiiBancare_v2,iban_cont,STRING,NO,3
TranzactiiBancare_v2,data_procesare,DATE,NO,4
TranzactiiBancare_v2,suma,"NUMERIC(15, 2)",NO,5
TranzactiiBancare_v2,valuta,STRING,YES,6
TranzactiiBancare_v2,tip_tranzactie,STRING,NO,7
TranzactiiBancare_v2,nume_contrapartida,STRING,YES,8
TranzactiiBancare_v2,adresa_contrapartida,STRING,YES,9
TranzactiiBancare_v2,iban_contrapartida,STRING,YES,10
TranzactiiBancare_v2,banca_contrapartida,STRING,YES,11
TranzactiiBancare_v2,cui_contrapartida,STRING,YES,12
TranzactiiBancare_v2,detalii_tranzactie,STRING,YES,13
TranzactiiBancare_v2,sold_intermediar,"NUMERIC(15, 2)",YES,14
TranzactiiBancare_v2,referinta_bancii,STRING,YES,15
TranzactiiBancare_v2,tip_categorie,STRING,YES,16
TranzactiiBancare_v2,directie,STRING,YES,17
TranzactiiBancare_v2,matched_factura_id,STRING,YES,18
TranzactiiBancare_v2,matched_etapa_factura_id,STRING,YES,19
TranzactiiBancare_v2,matched_cheltuiala_id,STRING,YES,20
TranzactiiBancare_v2,matching_confidence,"NUMERIC(5, 2)",YES,21
TranzactiiBancare_v2,matching_tip,STRING,YES,22
TranzactiiBancare_v2,matching_metadata,JSON,YES,23
TranzactiiBancare_v2,status,STRING,YES,24
TranzactiiBancare_v2,processed,BOOL,YES,25
TranzactiiBancare_v2,needs_review,BOOL,YES,26
TranzactiiBancare_v2,transaction_hash,STRING,NO,27
TranzactiiBancare_v2,data_creare,TIMESTAMP,YES,28
TranzactiiBancare_v2,data_actualizare,TIMESTAMP,YES,29
TranzactiiBancare_v2,creat_de,STRING,YES,30
TranzactiiBancare_v2,actualizat_de,STRING,YES,31
TranzactiiMatching,id,STRING,NO,1
TranzactiiMatching,tranzactie_id,STRING,NO,2
TranzactiiMatching,target_type,STRING,NO,3
TranzactiiMatching,target_id,STRING,NO,4
TranzactiiMatching,target_details,JSON,YES,5
TranzactiiMatching,confidence_score,"NUMERIC(5, 2)",NO,6
TranzactiiMatching,matching_algorithm,STRING,NO,7
TranzactiiMatching,suma_tranzactie,"NUMERIC(15, 2)",NO,8
TranzactiiMatching,suma_target,"NUMERIC(15, 2)",NO,9
TranzactiiMatching,suma_target_ron,"NUMERIC(15, 2)",NO,10
TranzactiiMatching,diferenta_ron,"NUMERIC(15, 2)",YES,11
TranzactiiMatching,diferenta_procent,"NUMERIC(5, 2)",YES,12
TranzactiiMatching,moneda_target,STRING,YES,13
TranzactiiMatching,curs_valutar_folosit,"NUMERIC(10, 4)",YES,14
TranzactiiMatching,data_curs_valutar,DATE,YES,15
TranzactiiMatching,matching_details,JSON,YES,16
TranzactiiMatching,status,STRING,YES,17
TranzactiiMatching,validated_by,STRING,YES,18
TranzactiiMatching,validation_notes,STRING,YES,19
TranzactiiMatching,data_creare,TIMESTAMP,YES,20
TranzactiiMatching,data_actualizare,TIMESTAMP,YES,21
TranzactiiMatching,creat_de,STRING,YES,22
TranzactiiMatching,actualizat_de,STRING,YES,23
TranzactiiMatching_v2,id,STRING,NO,1
TranzactiiMatching_v2,tranzactie_id,STRING,NO,2
TranzactiiMatching_v2,target_type,STRING,NO,3
TranzactiiMatching_v2,target_id,STRING,NO,4
TranzactiiMatching_v2,target_details,JSON,YES,5
TranzactiiMatching_v2,confidence_score,"NUMERIC(5, 2)",NO,6
TranzactiiMatching_v2,matching_algorithm,STRING,NO,7
TranzactiiMatching_v2,suma_tranzactie,"NUMERIC(15, 2)",NO,8
TranzactiiMatching_v2,suma_target,"NUMERIC(15, 2)",NO,9
TranzactiiMatching_v2,suma_target_ron,"NUMERIC(15, 2)",NO,10
TranzactiiMatching_v2,diferenta_ron,"NUMERIC(15, 2)",YES,11
TranzactiiMatching_v2,diferenta_procent,"NUMERIC(5, 2)",YES,12
TranzactiiMatching_v2,moneda_target,STRING,YES,13
TranzactiiMatching_v2,curs_valutar_folosit,"NUMERIC(10, 4)",YES,14
TranzactiiMatching_v2,data_curs_valutar,DATE,YES,15
TranzactiiMatching_v2,matching_details,JSON,YES,16
TranzactiiMatching_v2,status,STRING,YES,17
TranzactiiMatching_v2,validated_by,STRING,YES,18
TranzactiiMatching_v2,validation_notes,STRING,YES,19
TranzactiiMatching_v2,data_creare,TIMESTAMP,YES,20
TranzactiiMatching_v2,data_actualizare,TIMESTAMP,YES,21
TranzactiiMatching_v2,creat_de,STRING,YES,22
TranzactiiMatching_v2,actualizat_de,STRING,YES,23
TranzactiiStats,data,DATE,YES,1
TranzactiiStats,total_tranzactii,INT64,YES,2
TranzactiiStats,incasari_count,INT64,YES,3
TranzactiiStats,plati_count,INT64,YES,4
TranzactiiStats,total_incasari,NUMERIC,YES,5
TranzactiiStats,total_plati,NUMERIC,YES,6
TranzactiiStats,matched_count,INT64,YES,7
TranzactiiStats,avg_confidence,NUMERIC,YES,8
TranzactiiStats_v2,data,DATE,YES,1
TranzactiiStats_v2,total_tranzactii,INT64,YES,2
TranzactiiStats_v2,incasari_count,INT64,YES,3
TranzactiiStats_v2,plati_count,INT64,YES,4
TranzactiiStats_v2,total_incasari,NUMERIC,YES,5
TranzactiiStats_v2,total_plati,NUMERIC,YES,6
TranzactiiStats_v2,matched_count,INT64,YES,7
TranzactiiStats_v2,avg_confidence,NUMERIC,YES,8
TranzactiiSyncConfig,id,STRING,NO,1
TranzactiiSyncConfig,config_key,STRING,NO,2
TranzactiiSyncConfig,config_value,STRING,NO,3
TranzactiiSyncConfig,config_type,STRING,YES,4
TranzactiiSyncConfig,description,STRING,YES,5
TranzactiiSyncConfig,category,STRING,YES,6
TranzactiiSyncConfig,data_creare,TIMESTAMP,YES,7
TranzactiiSyncConfig,data_actualizare,TIMESTAMP,YES,8
TranzactiiSyncConfig,actualizat_de,STRING,YES,9
TranzactiiSyncLogs,id,STRING,NO,1
TranzactiiSyncLogs,account_id,STRING,NO,2
TranzactiiSyncLogs,operation_type,STRING,NO,3
TranzactiiSyncLogs,operation_status,STRING,NO,4
TranzactiiSyncLogs,records_processed,INT64,YES,5
TranzactiiSyncLogs,records_success,INT64,YES,6
TranzactiiSyncLogs,records_failed,INT64,YES,7
TranzactiiSyncLogs,records_duplicates,INT64,YES,8
TranzactiiSyncLogs,file_name,STRING,YES,9
TranzactiiSyncLogs,file_size,INT64,YES,10
TranzactiiSyncLogs,processing_time_ms,INT64,YES,11
TranzactiiSyncLogs,auto_matches_found,INT64,YES,12
TranzactiiSyncLogs,manual_matches_needed,INT64,YES,13
TranzactiiSyncLogs,confidence_avg,"NUMERIC(5, 2)",YES,14
TranzactiiSyncLogs,summary_message,STRING,YES,15
TranzactiiSyncLogs,error_details,JSON,YES,16
TranzactiiSyncLogs,data_creare,TIMESTAMP,YES,17
TranzactiiSyncLogs,creat_de,STRING,YES,18
TranzactiiSyncLogs_v2,id,STRING,NO,1
TranzactiiSyncLogs_v2,account_id,STRING,NO,2
TranzactiiSyncLogs_v2,operation_type,STRING,NO,3
TranzactiiSyncLogs_v2,operation_status,STRING,NO,4
TranzactiiSyncLogs_v2,records_processed,INT64,YES,5
TranzactiiSyncLogs_v2,records_success,INT64,YES,6
TranzactiiSyncLogs_v2,records_failed,INT64,YES,7
TranzactiiSyncLogs_v2,records_duplicates,INT64,YES,8
TranzactiiSyncLogs_v2,file_name,STRING,YES,9
TranzactiiSyncLogs_v2,file_size,INT64,YES,10
TranzactiiSyncLogs_v2,processing_time_ms,INT64,YES,11
TranzactiiSyncLogs_v2,auto_matches_found,INT64,YES,12
TranzactiiSyncLogs_v2,manual_matches_needed,INT64,YES,13
TranzactiiSyncLogs_v2,confidence_avg,"NUMERIC(5, 2)",YES,14
TranzactiiSyncLogs_v2,summary_message,STRING,YES,15
TranzactiiSyncLogs_v2,error_details,JSON,YES,16
TranzactiiSyncLogs_v2,data_creare,TIMESTAMP,YES,17
TranzactiiSyncLogs_v2,creat_de,STRING,YES,18
Utilizatori,uid,STRING,NO,1
Utilizatori,email,STRING,NO,2
Utilizatori,nume,STRING,YES,3
Utilizatori,prenume,STRING,YES,4
Utilizatori,rol,STRING,NO,5
Utilizatori,permisiuni,JSON,YES,6
Utilizatori,activ,BOOL,YES,7
Utilizatori,data_creare,TIMESTAMP,YES,8
Utilizatori,data_ultima_conectare,TIMESTAMP,YES,9
Utilizatori,created_by,STRING,YES,10
Utilizatori,updated_at,TIMESTAMP,YES,11
Utilizatori_v2,uid,STRING,NO,1
Utilizatori_v2,email,STRING,NO,2
Utilizatori_v2,nume,STRING,YES,3
Utilizatori_v2,prenume,STRING,YES,4
Utilizatori_v2,rol,STRING,NO,5
Utilizatori_v2,permisiuni,JSON,YES,6
Utilizatori_v2,activ,BOOL,YES,7
Utilizatori_v2,data_creare,TIMESTAMP,YES,8
Utilizatori_v2,data_ultima_conectare,TIMESTAMP,YES,9
Utilizatori_v2,created_by,STRING,YES,10
Utilizatori_v2,updated_at,TIMESTAMP,YES,11
V_FacturiEFactura,factura_id,STRING,YES,1
V_FacturiEFactura,numar,STRING,YES,2
V_FacturiEFactura,data_factura,DATE,YES,3
V_FacturiEFactura,client_nume,STRING,YES,4
V_FacturiEFactura,client_cui,STRING,YES,5
V_FacturiEFactura,total,NUMERIC,YES,6
V_FacturiEFactura,factura_status,STRING,YES,7
V_FacturiEFactura,efactura_enabled,BOOL,YES,8
V_FacturiEFactura,efactura_status,STRING,YES,9
V_FacturiEFactura,fg_anaf_upload_id,STRING,YES,10
V_FacturiEFactura,efactura_id,STRING,YES,11
V_FacturiEFactura,ef_anaf_upload_id,STRING,YES,12
V_FacturiEFactura,anaf_status,STRING,YES,13
V_FacturiEFactura,error_message,STRING,YES,14
V_FacturiEFactura,error_code,STRING,YES,15
V_FacturiEFactura,data_upload,TIMESTAMP,YES,16
V_FacturiEFactura,data_validare,TIMESTAMP,YES,17
V_FacturiEFactura,retry_count,INT64,YES,18
V_FacturiEFactura,status_display,STRING,YES,19
V_FacturiEFactura,status_emoji,STRING,YES,20
V_FacturiEFactura,status_color,STRING,YES,21
V_PlanificatorComplete,planificator_id,STRING,YES,1
V_PlanificatorComplete,utilizator_uid,STRING,YES,2
V_PlanificatorComplete,tip_item,STRING,YES,3
V_PlanificatorComplete,item_id,STRING,YES,4
V_PlanificatorComplete,ordine_pozitie,INT64,YES,5
V_PlanificatorComplete,comentariu_personal,STRING,YES,6
V_PlanificatorComplete,is_pinned,BOOL,YES,7
V_PlanificatorComplete,reminder_enabled,BOOL,YES,8
V_PlanificatorComplete,reminder_days_before,INT64,YES,9
V_PlanificatorComplete,proiect_denumire,STRING,YES,10
V_PlanificatorComplete,proiect_data_start,DATE,YES,11
V_PlanificatorComplete,proiect_data_final,DATE,YES,12
V_PlanificatorComplete,proiect_status,STRING,YES,13
V_PlanificatorComplete,proiect_responsabil,STRING,YES,14
V_PlanificatorComplete,subproiect_denumire,STRING,YES,15
V_PlanificatorComplete,subproiect_data_start,DATE,YES,16
V_PlanificatorComplete,subproiect_data_final,DATE,YES,17
V_PlanificatorComplete,subproiect_status,STRING,YES,18
V_PlanificatorComplete,subproiect_responsabil,STRING,YES,19
V_PlanificatorComplete,sarcina_titlu,STRING,YES,20
V_PlanificatorComplete,sarcina_descriere,STRING,YES,21
V_PlanificatorComplete,sarcina_prioritate,STRING,YES,22
V_PlanificatorComplete,sarcina_status,STRING,YES,23
V_PlanificatorComplete,sarcina_data_scadenta,DATE,YES,24
V_PlanificatorComplete,sarcina_progres,INT64,YES,25
V_PlanificatorComplete,zile_pana_scadenta,INT64,YES,26
V_PlanificatorComplete,data_actualizare,TIMESTAMP,YES,27
ViewEtapeFacturiComplete,id,STRING,YES,1
ViewEtapeFacturiComplete,proiect_id,STRING,YES,2
ViewEtapeFacturiComplete,etapa_id,STRING,YES,3
ViewEtapeFacturiComplete,anexa_id,STRING,YES,4
ViewEtapeFacturiComplete,tip_etapa,STRING,YES,5
ViewEtapeFacturiComplete,subproiect_id,STRING,YES,6
ViewEtapeFacturiComplete,factura_id,STRING,YES,7
ViewEtapeFacturiComplete,valoare,NUMERIC,YES,8
ViewEtapeFacturiComplete,moneda,STRING,YES,9
ViewEtapeFacturiComplete,valoare_ron,NUMERIC,YES,10
ViewEtapeFacturiComplete,curs_valutar,NUMERIC,YES,11
ViewEtapeFacturiComplete,data_curs_valutar,DATE,YES,12
ViewEtapeFacturiComplete,procent_din_etapa,NUMERIC,YES,13
ViewEtapeFacturiComplete,data_facturare,DATE,YES,14
ViewEtapeFacturiComplete,status_incasare,STRING,YES,15
ViewEtapeFacturiComplete,data_incasare,DATE,YES,16
ViewEtapeFacturiComplete,valoare_incasata,NUMERIC,YES,17
ViewEtapeFacturiComplete,observatii,STRING,YES,18
ViewEtapeFacturiComplete,activ,BOOL,YES,19
ViewEtapeFacturiComplete,data_creare,TIMESTAMP,YES,20
ViewEtapeFacturiComplete,data_actualizare,TIMESTAMP,YES,21
ViewEtapeFacturiComplete,creat_de,STRING,YES,22
ViewEtapeFacturiComplete,actualizat_de,STRING,YES,23
ViewEtapeFacturiComplete,versiune,INT64,YES,24
ViewEtapeFacturiComplete,factura_numar,STRING,YES,25
ViewEtapeFacturiComplete,factura_data,DATE,YES,26
ViewEtapeFacturiComplete,client_nume,STRING,YES,27
ViewEtapeFacturiComplete,factura_total,NUMERIC,YES,28
ViewEtapeFacturiComplete,proiect_denumire,STRING,YES,29
ViewEtapeFacturiComplete,subproiect_denumire,STRING,YES,30
ViewEtapeFacturiComplete,etapa_contract_denumire,STRING,YES,31
ViewEtapeFacturiComplete,etapa_contract_valoare,NUMERIC,YES,32
ViewEtapeFacturiComplete,etapa_anexa_denumire,STRING,YES,33
ViewEtapeFacturiComplete,etapa_anexa_valoare,NUMERIC,YES,34
ViewEtapeFacturiComplete,anexa_numar,INT64,YES,35
